,image1,image2,label
4959,ds/real/0010/0010_01_05_03_308.jpg,ds/fake/0010/0010_01_01_03_0.jpg,0
4960,ds/real/0015/0015_01_05_03_146.jpg,ds/real/0015/0015_01_05_03_303.jpg,1
4961,ds/real/0010/0010_01_05_03_334.jpg,ds/fake/0010/0010_01_02_03_102.jpg,0
4962,ds/real/003/0003_01_00_01_27.jpg,ds/real/003/0003_01_00_01_30.jpg,1
4963,ds/real/004/0004_01_06_03_225.jpg,ds/real/004/0004_01_06_03_455.jpg,1
4964,ds/real/007/0007_01_05_03_149.jpg,ds/fake/007/0007_01_03_03_422.jpg,0
4965,ds/real/005/0005_00_00_02_99.jpg,ds/real/005/0005_00_00_02_489.jpg,1
4966,ds/real/0024/131839271.jpg,ds/real/0024/131409228.jpg,1
4967,ds/real/009/0009_01_00_02_373.jpg,ds/fake/009/0009_01_00_01_137.jpg,0
4968,ds/real/009/0009_01_00_02_283.jpg,ds/real/009/0009_01_00_01_378.jpg,1
4969,ds/real/0017/1483.jpg,ds/fake/0017/1342 2.jpg,0
4970,ds/real/001/0001_00_00_01_437.jpg,ds/fake/001/0001_00_04_03_387.jpg,0
4971,ds/real/0020/3750 2.jpg,ds/fake/0020/3983 2.jpg,0
4972,ds/real/0014/0014_01_06_03_282.jpg,ds/fake/0014/0015_01_08_03_175.jpg,0
4973,ds/real/006/0006_00_06_03_305.jpg,ds/fake/006/0006_00_00_01_93.jpg,0
4974,ds/real/009/0009_01_00_01_147.jpg,ds/fake/009/0009_01_01_03_103.jpg,0
4975,ds/real/0017/1558 2.jpg,ds/fake/0017/1271 2.jpg,0
4976,ds/real/0028/16 2.jpg,ds/fake/0028/47 2.jpg,0
4977,ds/real/0013/0013_01_07_03_247.jpg,ds/real/0013/0013_01_07_03_49.jpg,1
4978,ds/real/0022/5637.jpg,ds/real/0022/5567.jpg,1
4979,ds/real/002/0002_01_00_01_343.jpg,ds/real/002/0002_01_00_01_109.jpg,1
4980,ds/real/0013/0013_01_07_03_17.jpg,ds/fake/0013/0014_01_03_03_477.jpg,0
4981,ds/real/0014/0014_01_06_03_29.jpg,ds/fake/0014/0015_01_04_03_286.jpg,0
4982,ds/real/0012/0012_01_07_03_93.jpg,ds/fake/0012/0012_01_08_03_254.jpg,0
4983,ds/real/0025/128728960.jpg,ds/fake/0025/10547941.jpg,0
4984,ds/real/008/0008_00_00_02_199.jpg,ds/fake/008/0008_00_01_03_217.jpg,0
4985,ds/real/007/0007_01_00_02_16.jpg,ds/fake/007/0007_01_02_02_225.jpg,0
4986,ds/real/0013/0013_01_07_03_49.jpg,ds/fake/0013/0014_01_04_03_415.jpg,0
4987,ds/real/0025/128308918.jpg,ds/fake/0025/10526920.jpg,0
4988,ds/real/0023/115561739.jpg,ds/fake/0023/10100494.jpg,0
4989,ds/real/0018/1637 2.jpg,ds/real/0018/1752 2.jpg,1
4990,ds/real/0013/0013_01_07_03_206.jpg,ds/fake/0013/0014_01_01_03_98.jpg,0
4991,ds/real/0012/0012_01_07_03_469.jpg,ds/fake/0012/0012_01_02_03_373.jpg,0
4992,ds/real/005/0005_00_00_01_473.jpg,ds/fake/005/0005_00_03_03_288.jpg,0
4993,ds/real/007/0007_01_05_03_383.jpg,ds/real/007/0007_01_05_03_487.jpg,1
4994,ds/real/0026/124138501.jpg,ds/fake/0026/106431037.jpg,0
4995,ds/real/0012/0012_01_07_03_148.jpg,ds/fake/0012/0012_01_01_03_372.jpg,0
4996,ds/real/009/0009_01_00_02_174.jpg,ds/real/009/0009_01_00_01_36.jpg,1
4997,ds/real/005/0005_00_00_02_116.jpg,ds/fake/005/0005_00_02_02_373.jpg,0
4998,ds/real/002/0002_01_00_01_362.jpg,ds/fake/002/0002_01_03_03_50.jpg,0
4999,ds/real/0011/0011_01_07_03_354.jpg,ds/fake/0011/0011_01_04_03_413.jpg,0
5000,ds/real/0013/0013_01_07_03_45.jpg,ds/fake/0013/0014_01_01_03_455.jpg,0
5001,ds/real/0023/115521735.jpg,ds/fake/0023/10192586.jpg,0
5002,ds/real/0013/0013_01_07_03_474.jpg,ds/fake/0013/0014_01_04_03_63.jpg,0
5003,ds/real/001/0001_00_00_02_21.jpg,ds/real/001/0001_00_00_02_2.jpg,1
5004,ds/real/007/0007_01_00_01_399.jpg,ds/fake/007/0007_01_08_03_87.jpg,0
5005,ds/real/0014/0014_01_06_03_266.jpg,ds/real/0014/0014_01_06_03_429.jpg,1
5006,ds/real/003/0003_01_00_01_331.jpg,ds/fake/003/0003_01_01_02_154.jpg,0
5007,ds/real/0026/123958483.jpg,ds/fake/0026/106231017.jpg,0
5008,ds/real/005/0005_00_00_01_47.jpg,ds/real/005/0005_00_00_02_26.jpg,1
5009,ds/real/003/0003_01_00_01_444.jpg,ds/real/003/0003_01_00_01_123.jpg,1
5010,ds/real/0013/0013_01_07_03_201.jpg,ds/fake/0013/0014_01_02_03_492.jpg,0
5011,ds/real/0011/0011_01_07_03_65.jpg,ds/real/0011/0011_01_07_03_467.jpg,1
5012,ds/real/0012/0012_01_07_03_129.jpg,ds/real/0012/0012_01_07_03_10.jpg,1
5013,ds/real/0012/0012_01_07_03_93.jpg,ds/fake/0012/0012_01_04_03_449.jpg,0
5014,ds/real/0023/116551838.jpg,ds/fake/0023/10208602.jpg,0
5015,ds/real/009/0009_01_00_02_272.jpg,ds/real/009/0009_01_00_02_283.jpg,1
5016,ds/real/0013/0013_01_07_03_448.jpg,ds/fake/0013/0014_01_08_03_315.jpg,0
5017,ds/real/008/0008_00_00_02_216.jpg,ds/fake/008/0008_00_01_03_114.jpg,0
5018,ds/real/0012/0012_01_07_03_151.jpg,ds/fake/0012/0012_01_03_03_287.jpg,0
5019,ds/real/0012/0012_01_07_03_408.jpg,ds/fake/0012/0012_01_08_03_331.jpg,0
5020,ds/real/0011/0011_01_07_03_320.jpg,ds/fake/0011/0011_01_03_03_486.jpg,0
5021,ds/real/0027/108931073.jpg,ds/real/0027/108391019.jpg,1
5022,ds/real/0028/9 2.jpg,ds/real/0028/27 2.jpg,1
5023,ds/real/007/0007_01_05_03_40.jpg,ds/fake/007/0007_01_01_02_189.jpg,0
5024,ds/real/004/0004_01_06_03_445.jpg,ds/fake/004/0004_01_04_03_442.jpg,0
5025,ds/real/006/0006_00_06_03_62.jpg,ds/real/006/0006_00_06_03_433.jpg,1
5026,ds/real/0011/0011_01_07_03_281.jpg,ds/fake/0011/0011_01_03_03_409.jpg,0
5027,ds/real/002/0002_01_00_01_368.jpg,ds/real/002/0002_01_00_01_61.jpg,1
5028,ds/real/0010/0010_01_05_03_56.jpg,ds/fake/0010/0010_01_01_03_25.jpg,0
5029,ds/real/0019/2504 2.jpg,ds/real/0019/2543 2.jpg,1
5030,ds/real/0020/3671 2.jpg,ds/fake/0020/3971 2.jpg,0
5031,ds/real/0012/0012_01_07_03_151.jpg,ds/fake/0012/0012_01_02_03_373.jpg,0
5032,ds/real/0027/108371017.jpg,ds/fake/0027/109211315.jpg,0
5033,ds/real/0025/128548942.jpg,ds/real/0025/127798867.jpg,1
5034,ds/real/005/0005_00_00_02_129.jpg,ds/fake/005/0005_00_02_03_185.jpg,0
5035,ds/real/002/0002_01_00_01_158.jpg,ds/real/002/0002_01_00_01_143.jpg,1
5036,ds/real/002/0002_01_00_01_192.jpg,ds/fake/002/0002_01_04_03_278.jpg,0
5037,ds/real/001/0001_00_00_01_253.jpg,ds/fake/001/0001_00_02_03_483.jpg,0
5038,ds/real/009/0009_01_00_02_373.jpg,ds/real/009/0009_01_00_01_428.jpg,1
5039,ds/real/0011/0011_01_07_03_41.jpg,ds/fake/0011/0011_01_01_03_404.jpg,0
5040,ds/real/005/0005_00_00_02_105.jpg,ds/fake/005/0005_00_02_02_373.jpg,0
5041,ds/real/0023/116461829.jpg,ds/fake/0023/10134528.jpg,0
5042,ds/real/001/0001_00_00_01_2.jpg,ds/fake/001/0001_00_02_03_218.jpg,0
5043,ds/real/0016/470 2.jpg,ds/fake/0016/1100 2.jpg,0
5044,ds/real/002/0002_01_00_01_339.jpg,ds/real/002/0002_01_00_01_120.jpg,1
5045,ds/real/002/0002_01_00_01_89.jpg,ds/fake/002/0002_01_03_03_201.jpg,0
5046,ds/real/0014/0014_01_06_03_23.jpg,ds/fake/0014/0015_01_01_03_429.jpg,0
5047,ds/real/0013/0013_01_07_03_434.jpg,ds/fake/0013/0014_01_01_03_177.jpg,0
5048,ds/real/0010/0010_01_05_03_466.jpg,ds/fake/0010/0010_01_01_03_154.jpg,0
5049,ds/real/0027/109651145.jpg,ds/fake/0027/110081402.jpg,0
5050,ds/real/006/0006_00_06_03_346.jpg,ds/fake/006/0006_00_04_02_274.jpg,0
5051,ds/real/005/0005_00_00_01_385.jpg,ds/fake/005/0005_00_08_03_488.jpg,0
5052,ds/real/0015/0015_01_05_03_331.jpg,ds/fake/0015/0016_01_01_03_263.jpg,0
5053,ds/real/009/0009_01_00_01_212.jpg,ds/real/009/0009_01_00_01_123.jpg,1
5054,ds/real/0015/0015_01_05_03_120.jpg,ds/real/0015/0015_01_05_03_315.jpg,1
5055,ds/real/0017/1549 2.jpg,ds/fake/0017/8258.jpg,0
5056,ds/real/008/0008_00_00_02_105.jpg,ds/fake/008/0008_00_02_02_135.jpg,0
5057,ds/real/004/0004_01_00_01_481.jpg,ds/real/004/0004_01_00_02_145.jpg,1
5058,ds/real/0015/0015_01_05_03_383.jpg,ds/fake/0015/0016_01_03_03_404.jpg,0
5059,ds/real/001/0001_00_00_02_217.jpg,ds/real/001/0001_00_00_01_444.jpg,1
5060,ds/real/008/0008_00_00_02_281.jpg,ds/fake/008/0008_00_02_02_171.jpg,0
5061,ds/real/007/0007_01_05_03_416.jpg,ds/real/007/0007_01_00_02_29.jpg,1
5062,ds/real/0015/0015_01_05_03_33.jpg,ds/fake/0015/0016_01_01_03_236.jpg,0
5063,ds/real/0012/0012_01_07_03_43.jpg,ds/fake/0012/0012_01_08_03_363.jpg,0
5064,ds/real/0014/0014_01_06_03_415.jpg,ds/fake/0014/0015_01_08_03_175.jpg,0
5065,ds/real/0014/0014_01_06_03_429.jpg,ds/fake/0014/0015_01_02_03_183.jpg,0
5066,ds/real/001/0001_00_00_02_228.jpg,ds/fake/001/0001_00_00_01_13.jpg,0
5067,ds/real/0024/131839271.jpg,ds/fake/0024/10279673.jpg,0
5068,ds/real/0014/0014_01_06_03_154.jpg,ds/fake/0014/0015_01_01_03_161.jpg,0
5069,ds/real/0013/0013_01_07_03_475.jpg,ds/fake/0013/0014_01_02_03_471.jpg,0
5070,ds/real/0016/531 2.jpg,ds/real/0016/644 2.jpg,1
5071,ds/real/002/0002_01_00_01_158.jpg,ds/fake/002/0002_01_00_01_256.jpg,0
5072,ds/real/004/0004_01_00_02_185.jpg,ds/real/004/0004_01_06_03_141.jpg,1
5073,ds/real/009/0009_01_00_02_77.jpg,ds/fake/009/0009_01_08_03_163.jpg,0
5074,ds/real/0011/0011_01_07_03_204.jpg,ds/real/0011/0011_01_07_03_8.jpg,1
5075,ds/real/0024/130509138.jpg,ds/fake/0024/10314708.jpg,0
5076,ds/real/0014/0014_01_06_03_427.jpg,ds/fake/0014/0015_01_02_03_183.jpg,0
5077,ds/real/0021/4815 2.jpg,ds/fake/0021/4422 2.jpg,0
5078,ds/real/008/0008_00_00_02_278.jpg,ds/real/008/0008_00_00_02_12.jpg,1
5079,ds/real/0010/0010_01_05_03_56.jpg,ds/fake/0010/0010_01_08_03_87.jpg,0
5080,ds/real/002/0002_01_00_01_92.jpg,ds/real/002/0002_01_00_01_350.jpg,1
5081,ds/real/008/0008_00_00_02_216.jpg,ds/fake/008/0008_00_01_03_103.jpg,0
5082,ds/real/002/0002_01_00_01_368.jpg,ds/real/002/0002_01_00_01_120.jpg,1
5083,ds/real/002/0002_01_00_01_132.jpg,ds/fake/002/0002_01_08_03_147.jpg,0
5084,ds/real/0012/0012_01_07_03_232.jpg,ds/fake/0012/0012_01_08_03_297.jpg,0
5085,ds/real/0012/0012_01_07_03_186.jpg,ds/real/0012/0012_01_07_03_479.jpg,1
5086,ds/real/0010/0010_01_05_03_192.jpg,ds/fake/0010/0010_01_08_03_0.jpg,0
5087,ds/real/0026/123988486.jpg,ds/fake/0026/106311025.jpg,0
5088,ds/real/0010/0010_01_05_03_141.jpg,ds/real/0010/0010_01_05_03_474.jpg,1
5089,ds/real/0025/128638951.jpg,ds/real/0025/128548942.jpg,1
5090,ds/real/006/0006_00_06_03_402.jpg,ds/fake/006/0006_00_00_01_93.jpg,0
5091,ds/real/0013/0013_01_07_03_45.jpg,ds/fake/0013/0014_01_08_03_404.jpg,0
5092,ds/real/0011/0011_01_07_03_58.jpg,ds/fake/0011/0011_01_01_03_262.jpg,0
5093,ds/real/0013/0013_01_07_03_250.jpg,ds/real/0013/0013_01_07_03_244.jpg,1
5094,ds/real/0025/127848872.jpg,ds/fake/0025/10566960.jpg,0
5095,ds/real/0016/450 2.jpg,ds/fake/0016/1061.jpg.orig,0
5096,ds/real/009/0009_01_00_02_483.jpg,ds/real/009/0009_01_00_01_41.jpg,1
5097,ds/real/009/0009_01_00_02_2.jpg,ds/real/009/0009_01_00_02_340.jpg,1
5098,ds/real/006/0006_00_06_03_146.jpg,ds/fake/006/0006_00_03_03_74.jpg,0
5099,ds/real/0022/5634.jpg,ds/fake/0022/5198 2.jpg,0
5100,ds/real/001/0001_00_00_02_217.jpg,ds/real/001/0001_00_00_01_408.jpg,1
5101,ds/real/0014/0014_01_06_03_222.jpg,ds/fake/0014/0015_01_08_03_68.jpg,0
5102,ds/real/0017/1554 2.jpg,ds/fake/0017/8268.jpg,0
5103,ds/real/001/0001_00_00_01_202.jpg,ds/fake/001/0001_00_00_01_90.jpg,0
5104,ds/real/0010/0010_01_05_03_333.jpg,ds/real/0010/0010_01_05_03_336.jpg,1
5105,ds/real/0020/3671 2.jpg,ds/fake/0020/4025 2.jpg,0
5106,ds/real/003/0003_01_00_01_43.jpg,ds/real/003/0003_01_00_01_345.jpg,1
5107,ds/real/0010/0010_01_05_03_484.jpg,ds/fake/0010/0010_01_08_03_251.jpg,0
5108,ds/real/0010/0010_01_05_03_132.jpg,ds/real/0010/0010_01_05_03_125.jpg,1
5109,ds/real/001/0001_00_00_02_358.jpg,ds/fake/001/0001_00_03_02_54.jpg,0
5110,ds/real/0020/3854 2.jpg,ds/fake/0020/3976 2.jpg,0
5111,ds/real/009/0009_01_00_02_2.jpg,ds/real/009/0009_01_00_02_84.jpg,1
5112,ds/real/0026/124818569.jpg,ds/fake/0026/106071001.jpg,0
5113,ds/real/002/0002_01_00_01_331.jpg,ds/fake/002/0002_01_01_03_422.jpg,0
5114,ds/real/0014/0014_01_06_03_107.jpg,ds/real/0014/0014_01_06_03_483.jpg,1
5115,ds/real/008/0008_00_00_02_278.jpg,ds/fake/008/0008_00_00_01_407.jpg,0
5116,ds/real/0010/0010_01_05_03_321.jpg,ds/real/0010/0010_01_05_03_408.jpg,1
5117,ds/real/002/0002_01_00_01_355.jpg,ds/fake/002/0002_01_02_03_46.jpg,0
5118,ds/real/008/0008_00_00_02_199.jpg,ds/fake/008/0008_00_03_03_209.jpg,0
5119,ds/real/006/0006_00_06_03_78.jpg,ds/fake/006/0006_00_01_03_467.jpg,0
5120,ds/real/006/0006_00_06_03_41.jpg,ds/fake/006/0006_00_04_02_274.jpg,0
5121,ds/real/008/0008_00_00_02_394.jpg,ds/real/008/0008_00_00_02_177.jpg,1
5122,ds/real/0023/115741757.jpg,ds/fake/0023/10104498.jpg,0
5123,ds/real/001/0001_00_00_02_228.jpg,ds/fake/001/0001_00_00_01_125.jpg,0
5124,ds/real/0011/0011_01_07_03_355.jpg,ds/real/0011/0011_01_07_03_380.jpg,1
5125,ds/real/0014/0014_01_06_03_463.jpg,ds/real/0014/0014_01_06_03_210.jpg,1
5126,ds/real/0026/124208508.jpg,ds/fake/0026/106231017.jpg,0
5127,ds/real/0015/0015_01_05_03_92.jpg,ds/fake/0015/0016_01_02_03_179.jpg,0
5128,ds/real/0016/450 2.jpg,ds/fake/0016/1058.jpg,0
5129,ds/real/001/0001_00_00_01_354.jpg,ds/fake/001/0001_00_01_03_434.jpg,0
5130,ds/real/0013/0013_01_07_03_116.jpg,ds/real/0013/0013_01_07_03_470.jpg,1
5131,ds/real/0021/4815 2.jpg,ds/real/0021/4805 2.jpg,1
5132,ds/real/0013/0013_01_07_03_244.jpg,ds/fake/0013/0014_01_01_03_159.jpg,0
5133,ds/real/0027/108641044.jpg,ds/real/0027/109071087.jpg,1
5134,ds/real/008/0008_00_00_02_426.jpg,ds/real/008/0008_00_00_02_105.jpg,1
5135,ds/real/0012/0012_01_07_03_145.jpg,ds/fake/0012/0012_01_04_03_222.jpg,0
5136,ds/real/0017/1554 2.jpg,ds/fake/0017/1266 2.jpg,0
5137,ds/real/0013/0013_01_07_03_24.jpg,ds/fake/0013/0014_01_04_03_149.jpg,0
5138,ds/real/0013/0013_01_07_03_149.jpg,ds/fake/0013/0014_01_04_03_287.jpg,0
5139,ds/real/0021/4810 2.jpg,ds/real/0021/4889 2.jpg,1
5140,ds/real/008/0008_00_00_02_440.jpg,ds/fake/008/0008_00_08_03_112.jpg,0
5141,ds/real/0011/0011_01_07_03_354.jpg,ds/real/0011/0011_01_07_03_52.jpg,1
5142,ds/real/002/0002_01_00_01_362.jpg,ds/real/002/0002_01_00_01_38.jpg,1
5143,ds/real/008/0008_00_00_02_34.jpg,ds/real/008/0008_00_00_02_462.jpg,1
5144,ds/real/008/0008_00_00_02_285.jpg,ds/fake/008/0008_00_03_03_430.jpg,0
5145,ds/real/0025/127888876.jpg,ds/fake/0025/10565959.jpg,0
5146,ds/real/008/0008_00_00_02_191.jpg,ds/fake/008/0008_00_02_03_141.jpg,0
5147,ds/real/002/0002_01_00_01_347.jpg,ds/fake/002/0002_01_02_03_498.jpg,0
5148,ds/real/0012/0012_01_07_03_473.jpg,ds/fake/0012/0012_01_03_03_490.jpg,0
5149,ds/real/002/0002_01_00_01_61.jpg,ds/fake/002/0002_01_01_02_206.jpg,0
5150,ds/real/0022/5523.jpg,ds/real/0022/5637.jpg,1
5151,ds/real/007/0007_01_00_02_343.jpg,ds/fake/007/0007_01_04_02_440.jpg,0
5152,ds/real/0014/0014_01_06_03_282.jpg,ds/fake/0014/0015_01_08_03_40.jpg,0
5153,ds/real/0012/0012_01_07_03_7.jpg,ds/real/0012/0012_01_07_03_90.jpg,1
5154,ds/real/008/0008_00_00_02_177.jpg,ds/fake/008/0008_00_08_03_172.jpg,0
5155,ds/real/0010/0010_01_05_03_445.jpg,ds/fake/0010/0010_01_01_03_372.jpg,0
5156,ds/real/0025/127758863.jpg,ds/fake/0025/10578972.jpg,0
5157,ds/real/003/0003_01_00_01_101.jpg,ds/real/003/0003_01_00_01_444.jpg,1
5158,ds/real/001/0001_00_00_01_81.jpg,ds/fake/001/0001_00_03_03_489.jpg,0
5159,ds/real/005/0005_00_00_02_248.jpg,ds/real/005/0005_00_00_01_51.jpg,1
5160,ds/real/009/0009_01_00_02_196.jpg,ds/real/009/0009_01_00_01_323.jpg,1
5161,ds/real/0028/72 2.jpg,ds/real/0028/53 2.jpg,1
5162,ds/real/0012/0012_01_07_03_313.jpg,ds/real/0012/0012_01_07_03_10.jpg,1
5163,ds/real/008/0008_00_00_02_281.jpg,ds/real/008/0008_00_00_02_177.jpg,1
5164,ds/real/0014/0014_01_06_03_60.jpg,ds/real/0014/0014_01_06_03_118.jpg,1
5165,ds/real/0010/0010_01_05_03_484.jpg,ds/fake/0010/0010_01_01_03_25.jpg,0
5166,ds/real/005/0005_00_00_02_203.jpg,ds/fake/005/0005_00_01_03_36.jpg,0
5167,ds/real/003/0003_01_00_01_418.jpg,ds/real/003/0003_01_00_01_222.jpg,1
5168,ds/real/008/0008_00_00_02_321.jpg,ds/fake/008/0008_00_01_03_493.jpg,0
5169,ds/real/0025/128128900.jpg,ds/fake/0025/10552946.jpg,0
5170,ds/real/0012/0012_01_07_03_480.jpg,ds/fake/0012/0012_01_03_03_490.jpg,0
5171,ds/real/0014/0014_01_06_03_72.jpg,ds/real/0014/0014_01_06_03_255.jpg,1
5172,ds/real/006/0006_00_06_03_224.jpg,ds/fake/006/0006_00_00_01_354.jpg,0
5173,ds/real/0024/130509138.jpg,ds/real/0024/130869174.jpg,1
5174,ds/real/007/0007_01_05_03_174.jpg,ds/fake/007/0007_01_01_02_405.jpg,0
5175,ds/real/001/0001_00_00_01_354.jpg,ds/fake/001/0001_00_00_01_36.jpg,0
5176,ds/real/0010/0010_01_05_03_404.jpg,ds/real/0010/0010_01_05_03_465.jpg,1
5177,ds/real/0010/0010_01_05_03_132.jpg,ds/real/0010/0010_01_05_03_466.jpg,1
5178,ds/real/005/0005_00_00_01_370.jpg,ds/fake/005/0005_00_01_03_402.jpg,0
5179,ds/real/009/0009_01_00_02_21.jpg,ds/fake/009/0009_01_01_03_103.jpg,0
5180,ds/real/002/0002_01_00_01_347.jpg,ds/fake/002/0002_01_08_03_98.jpg,0
5181,ds/real/0013/0013_01_07_03_407.jpg,ds/fake/0013/0014_01_01_03_217.jpg,0
5182,ds/real/001/0001_00_00_01_178.jpg,ds/fake/001/0001_00_01_03_347.jpg,0
5183,ds/real/0017/1487.jpg,ds/fake/0017/8244.jpg,0
5184,ds/real/007/0007_01_05_03_254.jpg,ds/fake/007/0007_01_01_03_425.jpg,0
5185,ds/real/0013/0013_01_07_03_407.jpg,ds/fake/0013/0014_01_02_03_306.jpg,0
5186,ds/real/0011/0011_01_07_03_448.jpg,ds/fake/0011/0011_01_01_03_262.jpg,0
5187,ds/real/0016/465 2.jpg,ds/fake/0016/1058.jpg.orig,0
5188,ds/real/009/0009_01_00_02_84.jpg,ds/real/009/0009_01_00_02_294.jpg,1
5189,ds/real/0014/0014_01_06_03_483.jpg,ds/fake/0014/0015_01_02_03_269.jpg,0
5190,ds/real/002/0002_01_00_01_362.jpg,ds/fake/002/0002_01_00_01_0.jpg,0
5191,ds/real/002/0002_01_00_01_38.jpg,ds/fake/002/0002_01_08_03_228.jpg,0
5192,ds/real/004/0004_01_00_02_317.jpg,ds/fake/004/0004_01_03_03_207.jpg,0
5193,ds/real/007/0007_01_05_03_223.jpg,ds/real/007/0007_01_00_01_257.jpg,1
5194,ds/real/0014/0014_01_06_03_282.jpg,ds/fake/0014/0015_01_01_03_149.jpg,0
5195,ds/real/005/0005_00_00_02_416.jpg,ds/real/005/0005_00_00_01_51.jpg,1
5196,ds/real/0010/0010_01_05_03_306.jpg,ds/fake/0010/0010_01_01_03_25.jpg,0
5197,ds/real/002/0002_01_00_01_89.jpg,ds/fake/002/0002_01_04_03_289.jpg,0
5198,ds/real/0012/0012_01_07_03_96.jpg,ds/real/0012/0012_01_07_03_145.jpg,1
5199,ds/real/005/0005_00_00_02_449.jpg,ds/real/005/0005_00_00_02_463.jpg,1
5200,ds/real/006/0006_00_06_03_174.jpg,ds/fake/006/0006_00_00_01_145.jpg,0
5201,ds/real/001/0001_00_00_01_235.jpg,ds/fake/001/0001_00_02_03_250.jpg,0
5202,ds/real/0017/1402.jpg,ds/fake/0017/1274 2.jpg,0
5203,ds/real/0023/115561739.jpg,ds/fake/0023/10145539.jpg,0
5204,ds/real/0014/0014_01_06_03_101.jpg,ds/fake/0014/0015_01_04_03_286.jpg,0
5205,ds/real/009/0009_01_00_02_174.jpg,ds/fake/009/0009_01_02_03_141.jpg,0
5206,ds/real/0011/0011_01_07_03_467.jpg,ds/fake/0011/0011_01_04_03_20.jpg,0
5207,ds/real/005/0005_00_00_02_449.jpg,ds/fake/005/0005_00_02_03_163.jpg,0
5208,ds/real/004/0004_01_06_03_201.jpg,ds/fake/004/0004_01_03_03_223.jpg,0
5209,ds/real/002/0002_01_00_01_206.jpg,ds/real/002/0002_01_00_01_368.jpg,1
5210,ds/real/009/0009_01_00_02_73.jpg,ds/fake/009/0009_01_01_03_277.jpg,0
5211,ds/real/0021/4905 2.jpg,ds/fake/0021/4480 2.jpg,0
5212,ds/real/0010/0010_01_05_03_334.jpg,ds/fake/0010/0010_01_01_03_33.jpg,0
5213,ds/real/0014/0014_01_06_03_275.jpg,ds/real/0014/0014_01_06_03_91.jpg,1
5214,ds/real/007/0007_01_00_02_16.jpg,ds/fake/007/0007_01_04_02_189.jpg,0
5215,ds/real/0010/0010_01_05_03_484.jpg,ds/fake/0010/0010_01_02_03_24.jpg,0
5216,ds/real/007/0007_01_00_02_492.jpg,ds/fake/007/0007_01_02_03_63.jpg,0
5217,ds/real/0011/0011_01_07_03_187.jpg,ds/fake/0011/0011_01_02_03_89.jpg,0
5218,ds/real/009/0009_01_00_02_174.jpg,ds/real/009/0009_01_00_01_41.jpg,1
5219,ds/real/0011/0011_01_07_03_281.jpg,ds/fake/0011/0011_01_02_03_119.jpg,0
5220,ds/real/001/0001_00_00_02_430.jpg,ds/fake/001/0001_00_03_03_194.jpg,0
5221,ds/real/0024/130509138.jpg,ds/fake/0024/10387781.jpg,0
5222,ds/real/004/0004_01_06_03_367.jpg,ds/fake/004/0004_01_08_03_260.jpg,0
5223,ds/real/004/0004_01_06_03_30.jpg,ds/fake/004/0004_01_00_01_286.jpg,0
5224,ds/real/0021/4882 2.jpg,ds/fake/0021/4486 2.jpg,0
5225,ds/real/003/0003_01_00_01_433.jpg,ds/fake/003/0003_01_00_01_286.jpg,0
5226,ds/real/009/0009_01_00_02_2.jpg,ds/fake/009/0009_01_02_03_174.jpg,0
5227,ds/real/006/0006_00_00_02_475.jpg,ds/fake/006/0006_00_02_02_313.jpg,0
5228,ds/real/0015/0015_01_05_03_144.jpg,ds/fake/0015/0016_01_02_03_179.jpg,0
5229,ds/real/005/0005_00_00_02_99.jpg,ds/real/005/0005_00_00_01_152.jpg,1
5230,ds/real/0010/0010_01_05_03_333.jpg,ds/real/0010/0010_01_05_03_241.jpg,1
5231,ds/real/0010/0010_01_05_03_247.jpg,ds/fake/0010/0010_01_08_03_482.jpg,0
5232,ds/real/006/0006_00_06_03_439.jpg,ds/real/006/0006_00_00_02_475.jpg,1
5233,ds/real/0016/533 2.jpg,ds/fake/0016/1242 2.jpg.orig,0
5234,ds/real/0016/568 2.jpg,ds/fake/0016/1057 2.jpg.orig,0
5235,ds/real/0015/0015_01_05_03_92.jpg,ds/fake/0015/0016_01_02_03_102.jpg,0
5236,ds/real/0012/0012_01_07_03_147.jpg,ds/real/0012/0012_01_07_03_151.jpg,1
5237,ds/real/003/0003_01_00_01_345.jpg,ds/fake/003/0003_01_04_03_76.jpg,0
5238,ds/real/002/0002_01_00_01_347.jpg,ds/fake/002/0002_01_08_03_299.jpg,0
5239,ds/real/0017/1532.jpg,ds/fake/0017/8256.jpg,0
5240,ds/real/0014/0014_01_06_03_415.jpg,ds/fake/0014/0015_01_04_03_20.jpg,0
5241,ds/real/009/0009_01_00_01_109.jpg,ds/fake/009/0009_01_02_03_125.jpg,0
5242,ds/real/004/0004_01_06_03_134.jpg,ds/fake/004/0004_01_01_03_239.jpg,0
5243,ds/real/004/0004_01_06_03_283.jpg,ds/fake/004/0004_01_02_03_399.jpg,0
5244,ds/real/003/0003_01_00_01_240.jpg,ds/fake/003/0003_01_02_03_278.jpg,0
5245,ds/real/002/0002_01_00_01_100.jpg,ds/real/002/0002_01_00_01_25.jpg,1
5246,ds/real/005/0005_00_00_02_438.jpg,ds/fake/005/0005_00_02_02_373.jpg,0
5247,ds/real/0023/115431726.jpg,ds/real/0023/117591942.jpg,1
5248,ds/real/008/0008_00_00_02_440.jpg,ds/fake/008/0008_00_08_03_178.jpg,0
5249,ds/real/007/0007_01_05_03_468.jpg,ds/fake/007/0007_01_01_03_344.jpg,0
